73407277,-3241
73407308,-3241
73407335,-3241
73407362,-3241
73407389,-3241
73408271,-3241
73409834,-3241
73410876,-3241
73412438,-3242
73414000,-3243
73415043,-3244
73416605,-3245
73418167,-3247
73419209,-3248
73420771,-3250
73422334,-3252
73423376,-3253
73424939,-3255
73426500,-3257
73427543,-3259
73429105,-3262
73430667,-3264
73431709,-3266
73433271,-3269
73434834,-3272
73435876,-3274
73437438,-3277
73439001,-3280
73440043,-3282
73441605,-3286
73443167,-3289
73444209,-3292
73445772,-3295
73447334,-3299
73448376,-3301
73449938,-3305
73451500,-3309
73452543,-3312
73454105,-3316
73455667,-3320
73456709,-3323
73458272,-3327
73459833,-3331
73460876,-3334
73462438,-3338
73464001,-3343
73465042,-3346
73466605,-3350
73468167,-3355
73469210,-3358
73470772,-3362
73472334,-3367
73473376,-3370
73474938,-3375
73476500,-3380
73477543,-3383
73479105,-3388
73480667,-3393
73481709,-3396
73483271,-3401
73484834,-3406
73485876,-3409
73487439,-3414
73489001,-3419
73490043,-3423
73491605,-3428
73493167,-3433
73494209,-3436
73495771,-3442
73497333,-3447
73498376,-3450
73499938,-3456
73501500,-3461
73502543,-3464
73504105,-3470
73505667,-3475
73506709,-3479
73508273,-3484
73509834,-3490
73510877,-3493
73512439,-3498
73514002,-3503
73515044,-3507
73516605,-3511
73518168,-3516
73519210,-3519
73520773,-3524
73522335,-3528
73523377,-3531
73524939,-3536
73526501,-3540
73527543,-3543
73529106,-3547
73530668,-3551
73531710,-3553
73533273,-3557
73534835,-3561
73535877,-3563
73537439,-3567
73539001,-3571
73540044,-3573
73541606,-3576
73543168,-3580
73544210,-3582
73545772,-3585
73547334,-3588
73548377,-3590
73549939,-3594
73551501,-3596
73552543,-3598
73554106,-3601
73555668,-3604
73556710,-3606
73558273,-3608
73559834,-3611
73560877,-3613
73562440,-3615
73564001,-3617
73565044,-3619
73566605,-3621
73568168,-3623
73569210,-3624
73570772,-3626
73572335,-3628
73573377,-3629
73574939,-3631
73576502,-3633
73577544,-3634
73579106,-3635
73580668,-3637
73581710,-3638
73583273,-3639
73584834,-3641
73585877,-3642
73587439,-3643
73589002,-3644
73590043,-3645
73591605,-3646
73593168,-3647
73594211,-3648
73595773,-3649
73597335,-3650
73598377,-3651
73599939,-3651
73601501,-3652
73602544,-3653
73604106,-3653
73605668,-3654
73606710,-3654
73608272,-3655
73609834,-3655
73610877,-3655
73612439,-3656
73614002,-3656
73615043,-3656
73616605,-3656
73618168,-3656
73619210,-3656
73620772,-3657
73622334,-3657
73623377,-3657
73624939,-3657
73626501,-3657
73627544,-3657
73629106,-3657
73630667,-3657
73631710,-3657
73633273,-3657
73634835,-3657
73635876,-3657
73637439,-3657
73639002,-3657
73640044,-3657
73641606,-3657
73643168,-3657
73644210,-3657
73645773,-3657
73647335,-3657
73648377,-3657
73649939,-3657
73651501,-3657
73652544,-3657
73654106,-3657
73655668,-3657
73656710,-3657
73658272,-3657
73659835,-3657
73660877,-3657
73662439,-3657
73664002,-3657
73665043,-3657
73666606,-3657
73668168,-3657
73669210,-3657
73670772,-3657
73672335,-3657
73673377,-3657
73674940,-3657
73676501,-3657
73677544,-3657
73679106,-3657
73680668,-3657
73681710,-3657
73683272,-3657
73684834,-3657
73685877,-3657
73687439,-3657
73689002,-3657
73690043,-3657
73691606,-3657
73693168,-3657
73694210,-3657
73695772,-3657
73697334,-3657
73698376,-3657
73699939,-3657
73701501,-3657
73702544,-3657
73704105,-3657
73705668,-3657
73706710,-3657
73708272,-3657
73709835,-3657
73710877,-3657
73712439,-3657
73714001,-3657
73715044,-3657
73716606,-3657
73718168,-3657
73719210,-3657
73720773,-3657
73722334,-3657
73723377,-3657
73724939,-3657
73726501,-3657
73727544,-3657
73729106,-3657
73730668,-3657
73731710,-3657
73733272,-3657
73734835,-3657
73735877,-3657
73737439,-3657
73739001,-3657
73740043,-3657
73741606,-3657
73743168,-3657
73744210,-3657
73745772,-3657
73747335,-3657
73748377,-3657
73749939,-3657
73751501,-3657
73752544,-3657
73754106,-3657
73755668,-3657
73756710,-3657
73758272,-3657
73759834,-3657
73760877,-3657
73762439,-3657
73764002,-3657
73765044,-3657
73766606,-3657
73768168,-3657
73769210,-3657
73770773,-3657
73772335,-3657
73773377,-3657
73774939,-3657
73776501,-3657
73777544,-3657
73779106,-3657
73780668,-3657
73781710,-3657
73783272,-3657
73784834,-3657
73785876,-3657
73787439,-3657
73789002,-3657
73790044,-3657
73791606,-3657
73793168,-3657
73794210,-3657
73795772,-3657
73797334,-3657
73798376,-3657
73799940,-3657
73801501,-3657
73802544,-3657
73804106,-3657
73805668,-3657
73806710,-3657
73808272,-3657
73809835,-3657
73810876,-3657
73812438,-3657
73814001,-3657
73815044,-3657
73816606,-3657
73818168,-3657
73819210,-3657
73820772,-3657
73822335,-3657
73823377,-3657
73824939,-3657
73826501,-3657
73827543,-3657
73829106,-3657
73830668,-3657
73831710,-3657
73833273,-3657
73834835,-3657
73835877,-3657
73837439,-3657
73839001,-3657
73840043,-3657
73841605,-3657
73843168,-3657
73844210,-3657
73845772,-3657
73847335,-3657
73848377,-3657
73849939,-3657
73851501,-3657
73852544,-3657
73854106,-3657
73855668,-3657
73856710,-3657
73858272,-3657
73859835,-3657
73860877,-3657
73862439,-3657
73864002,-3657
73865044,-3657
73866605,-3657
73868168,-3657
73869210,-3657
73870772,-3657
73872335,-3657
73873377,-3657
73874939,-3657
73876502,-3657
73877543,-3657
73879106,-3657
73880668,-3657
73881710,-3657
73883272,-3657
73884835,-3657
73885877,-3657
73887439,-3657
73889001,-3657
73890043,-3657
73891606,-3657
73893168,-3657
73894210,-3657
73895772,-3657
73897335,-3657
73898377,-3657
73899939,-3657
73901501,-3657
73902543,-3657
73904105,-3657
73905668,-3657
73906710,-3657
73908272,-3657
73909835,-3657
73910877,-3657
73912439,-3657
73914001,-3657
73915043,-3657
73916605,-3657
73918168,-3657
73919211,-3657
73920772,-3657
73922335,-3657
73923377,-3657
73924939,-3657
73926502,-3657
73927544,-3657
73929105,-3657
73930668,-3657
73931710,-3657
73933272,-3657
73934835,-3657
73935877,-3657
73937439,-3657
73939002,-3657
73940044,-3657
73941606,-3657
73943168,-3657
73944210,-3657
73945772,-3657
73947335,-3657
73948377,-3657
73949939,-3657
73951501,-3657
73952543,-3657
73954106,-3657
73955668,-3657
73956710,-3657
73958272,-3657
73959835,-3657
73960877,-3657
73962439,-3657
73964002,-3657
73965044,-3657
73966606,-3657
73968168,-3657
73969210,-3657
73970773,-3657
73972334,-3657
73973377,-3657
73974939,-3657
73976501,-3657
73977543,-3657
73979105,-3657
73980668,-3657
73981710,-3657
73983272,-3657
73984834,-3657
73985877,-3657
73987439,-3657
73989002,-3657
73990043,-3657
73991606,-3657
73993168,-3657
73994210,-3657
73995772,-3657
73997334,-3657
73998377,-3657
73999939,-3657
74001501,-3657
74002544,-3657
74004106,-3657
74005668,-3657
74006710,-3657
74008273,-3657
74009834,-3657
74010877,-3657
74012439,-3657
74014001,-3657
74015044,-3657
74016606,-3657
74018168,-3657
74019210,-3657
74020772,-3657
74022335,-3657
74023377,-3657
74024939,-3657
74026502,-3657
74027544,-3657
74029106,-3657
74030668,-3657
74031710,-3657
74033272,-3657
74034834,-3657
74035877,-3657
74037439,-3657
74039001,-3657
74040044,-3657
74041606,-3657
74043168,-3657
74044210,-3657
74045773,-3657
74047334,-3657
74048377,-3657
74049939,-3657
74051502,-3657
74052543,-3657
74054106,-3657
74055668,-3657
74056710,-3657
74058272,-3657
74059834,-3657
74060877,-3657
74062439,-3657
74064002,-3657
74065044,-3657
74066606,-3657
74068168,-3657
74069210,-3657
74070773,-3657
74072335,-3657
74073377,-3657
74074939,-3657
74076501,-3657
74077543,-3657
74079106,-3657
74080668,-3657
74081710,-3657
74083272,-3657
74084834,-3657
74085877,-3657
74087439,-3657
74089002,-3657
74090043,-3657
74091605,-3657
74093168,-3657
74094210,-3657
74095772,-3657
74097334,-3657
74098377,-3657
74099939,-3657
74101501,-3657
74102544,-3657
74104106,-3657
74105668,-3657
74106711,-3657
74108273,-3657
74109834,-3657
74110877,-3657
74112439,-3657
74114001,-3657
74115043,-3657
74116606,-3657
74118169,-3657
74119210,-3657
74120773,-3657
74122335,-3657
74123377,-3657
74124939,-3657
74126501,-3657
74127543,-3657
74129105,-3657
74130668,-3657
74131710,-3657
74133272,-3657
74134834,-3657
74135877,-3657
74137439,-3657
74139002,-3657
74140044,-3657
74141606,-3657
74143167,-3657
74144210,-3657
74145773,-3657
74147334,-3657
74148377,-3657
74149939,-3657
74151501,-3657
74152543,-3657
74154105,-3657
74155668,-3657
74156710,-3657
74158272,-3657
74159834,-3657
74160877,-3657
74162439,-3657
74164002,-3657
74165043,-3657
74166605,-3657
74168167,-3657
74169210,-3657
74170773,-3657
74172335,-3657
74173377,-3657
74174939,-3657
74176501,-3657
74177544,-3657
74179106,-3657
74180668,-3657
74181710,-3657
74183273,-3657
74184835,-3657
74185877,-3657
74187439,-3657
74189002,-3657
74190044,-3657
